6,R,default/41293.java_createOutputStream,116,146,100,T1
7,R,default/17633.java_createOutputStream,31,61,100,T1
8,R,default/119082.java_createOutputStream,31,61,100,T1
9,R,selected/1156117.java_createWriter,61,87,96,T3
10,R,selected/1603133.java_createWriter,65,91,96,T3
11,R,selected/2117277.java_unzip,28,46,66,F
12,R,selected/1502074.java_unzip,26,44,66,F
13,R,selected/1334323.java_unzip,94,121,66,F
14,R,selected/1065583.java_getFilesStringFromZipStream,433,466,61,F
15,R,selected/1995542.java_bufferedStreamCopy,10,21,51,F
16,R,selected/2337215.java_unzipModel,109,130,66,F
17,R,selected/2555722.java_writeStreamToFile,160,172,56,F
18,R,selected/1065583.java_getFilesFromStream,254,299,53,F
19,R,selected/1200879.java_unzipArchive,309,325,68,F
20,R,selected/2471211.java_unzip,175,193,65,F
21,R,selected/2256393.java_unzip,336,354,65,F
22,R,selected/2152362.java_readFileFromZipFile,91,108,59,F
23,R,selected/1584499.java_unzip,120,151,65,F
24,R,selected/1175673.java_copyLastModel,28,59,62,F
25,R,selected/193340.java_unzip,140,160,65,F
26,R,selected/361440.java_extractCompressedFile,360,393,64,F
27,R,selected/1995542.java_bufferedStreamCopy_noCloseOut,23,32,51,F
28,R,selected/2263067.java_unzipBitstream,307,332,62,F
29,R,selected/1814720.java_unzip,18,45,64,F
30,R,selected/1294348.java_main,18,46,62,F
31,R,selected/2556157.java_unzip,217,245,64,F
32,R,selected/1065583.java_getFilesFromStreamOnlyRootFiles,916,972,49,F
33,R,selected/185862.java_unzip,39,70,64,F
34,R,selected/2154817.java_unzipModel,183,203,66,F
35,R,default/38145.java_main,9,37,60,F
36,R,selected/2617628.java_unzip,107,129,64,F
37,R,selected/2140014.java_unzip,101,123,64,F
38,R,selected/2639176.java_unzip,41,63,64,F
39,R,selected/3647.java_getJMenuItemOpen,948,1016,49,F
40,R,selected/2146328.java_unzipFile,246,292,61,F
41,R,selected/268530.java_unzipFile,80,104,66,F
42,R,selected/1511168.java_unzipStream,162,186,66,F
43,R,selected/990383.java_writeDataFile,47,67,59,F
44,R,selected/53135.java_unzip,55,84,60,F
45,R,selected/1334323.java_untar,123,150,64,F
46,R,selected/400562.java_copyFromArchive,32,56,53,F
47,R,selected/150724.java_doUnZip,72,98,64,F
48,R,selected/2018204.java_UnZip,126,151,65,F
49,R,selected/1773077.java_decompressFile,861,889,63,F
50,R,selected/848052.java_unzipFileOld,417,466,58,F
0,Q,default/121978.java_displayDiffResults,367,414,,
1,R,default/97193.java_displayDiffResults,367,414,100,T1
2,R,default/95983.java_displayDiffResults,367,414,100,T1
3,R,default/85302.java_displayDiffResults,367,414,100,MT1
4,R,default/80614.java_displayDiffResults,367,414,100,T1
5,R,default/75592.java_displayDiffResults,367,414,100,T1
6,R,default/74307.java_displayDiffResults,367,414,100,T1
7,R,default/70932.java_displayDiffResults,367,414,100,T1
8,R,default/63608.java_displayDiffResults,367,414,100,T1
9,R,default/6169.java_displayDiffResults,367,414,100,T1
10,R,default/56486.java_displayDiffResults,367,414,100,T1
11,R,default/55710.java_displayDiffResults,367,414,100,T1
12,R,default/50941.java_displayDiffResults,367,414,100,T1
13,R,default/37949.java_displayDiffResults,367,414,100,MT1
14,R,default/36739.java_displayDiffResults,367,414,100,T1
15,R,default/29342.java_displayDiffResults,367,414,100,MT1
16,R,default/27443.java_displayDiffResults,367,414,100,MT1
17,R,default/2624.java_displayDiffResults,367,414,100,T1
18,R,default/21155.java_displayDiffResults,367,414,100,T1
19,R,default/19968.java_displayDiffResults,367,414,100,T1
20,R,default/19250.java_displayDiffResults,367,414,100,MT1
21,R,default/1761.java_displayDiffResults,367,414,100,T1
22,R,default/128812.java_displayDiffResults,367,414,100,T1
23,R,default/105999.java_displayDiffResults,367,414,100,MT1
24,R,selected/2704374.java_generateDiffResults,363,404,73,T3
25,R,selected/1744128.java_roundTrip,73,98,59,F
26,R,selected/2091393.java_extractToTempFile,177,188,55,F
27,R,selected/840994.java_compress,76,103,58,F
28,R,selected/2701221.java_getBinaryFileContent,59,71,52,F
29,R,selected/1747448.java_verifyEntry,83,92,53,F
30,R,selected/844789.java_getTemplate,57,70,46,F
31,R,selected/1665656.java_getTemplate,80,93,46,F
32,R,selected/2304941.java_zipFile,257,269,69,F
33,R,selected/2046780.java_transfer,262,281,55,F
34,R,selected/2382683.java_viaDirectURI,116,136,49,F
35,R,selected/862317.java_writeToClient,149,162,51,F
36,R,selected/1869311.java_unzip,294,304,50,F
37,R,selected/1951170.java_compressFile,17,33,60,F
38,R,selected/2701221.java_writeBinaryFileContent,80,90,52,F
39,R,selected/314322.java_unzip,371,381,50,F
40,R,selected/1496769.java_copyFileToTmp,108,120,73,F
41,R,selected/1186751.java_uploadFile,327,344,71,F
42,R,selected/1185361.java_start,21,57,58,F
43,R,selected/612514.java_copyToTmp,257,268,58,F
44,R,default/24530.java_decompressFile,68,84,57,F
45,R,default/24530.java_compressFile,50,66,57,F
46,R,selected/2460933.java_ReadFile,262,275,43,F
47,R,selected/1218439.java_bytesFromFile,150,160,57,F
48,R,selected/1596984.java_getLocalResourcePath,82,100,58,F
49,R,selected/2285157.java_copyToTemp,55,64,61,F
50,R,selected/1694363.java_copyToTemp,44,53,64,F
0,Q,default/75592.java_displayDiffResults,367,414,,
1,R,default/97193.java_displayDiffResults,367,414,100,T1
2,R,default/95983.java_displayDiffResults,367,414,100,T1
3,R,default/85302.java_displayDiffResults,367,414,100,MT1
4,R,default/80614.java_displayDiffResults,367,414,100,T1
5,R,default/74307.java_displayDiffResults,367,414,100,T1
6,R,default/70932.java_displayDiffResults,367,414,100,T1
7,R,default/63608.java_displayDiffResults,367,414,100,T1
8,R,default/6169.java_displayDiffResults,367,414,100,T1
9,R,default/56486.java_displayDiffResults,367,414,100,T1
10,R,default/55710.java_displayDiffResults,367,414,100,T1
11,R,default/50941.java_displayDiffResults,367,414,100,T1
12,R,default/37949.java_displayDiffResults,367,414,100,MT1
13,R,default/36739.java_displayDiffResults,367,414,100,T1
14,R,default/29342.java_displayDiffResults,367,414,100,MT1
15,R,default/27443.java_displayDiffResults,367,414,100,MT1
16,R,default/2624.java_displayDiffResults,367,414,100,T1
17,R,default/21155.java_displayDiffResults,367,414,100,T1
18,R,default/19968.java_displayDiffResults,367,414,100,T1
19,R,default/19250.java_displayDiffResults,367,414,100,MT1
20,R,default/1761.java_displayDiffResults,367,414,100,T1
21,R,default/128812.java_displayDiffResults,367,414,100,T1
22,R,default/121978.java_displayDiffResults,367,414,100,MT1
23,R,default/105999.java_displayDiffResults,367,414,100,MT1
24,R,selected/2704374.java_generateDiffResults,363,404,73,T3
25,R,selected/1744128.java_roundTrip,73,98,59,F
26,R,selected/2091393.java_extractToTempFile,177,188,55,F
27,R,selected/840994.java_compress,76,103,58,F
28,R,selected/2701221.java_getBinaryFileContent,59,71,52,F
29,R,selected/1747448.java_verifyEntry,83,92,53,F
30,R,selected/844789.java_getTemplate,57,70,46,F
31,R,selected/1665656.java_getTemplate,80,93,46,F
32,R,selected/2304941.java_zipFile,257,269,69,F
33,R,selected/2046780.java_transfer,262,281,55,F
34,R,selected/2382683.java_viaDirectURI,116,136,49,F
35,R,selected/862317.java_writeToClient,149,162,51,F
36,R,selected/1869311.java_unzip,294,304,50,F
37,R,selected/1951170.java_compressFile,17,33,60,F
38,R,selected/2701221.java_writeBinaryFileContent,80,90,52,F
39,R,selected/314322.java_unzip,371,381,50,F
40,R,selected/1496769.java_copyFileToTmp,108,120,73,F
41,R,selected/1186751.java_uploadFile,327,344,71,F
42,R,selected/1185361.java_start,21,57,58,F
43,R,selected/612514.java_copyToTmp,257,268,58,F
44,R,default/24530.java_decompressFile,68,84,57,F
45,R,default/24530.java_compressFile,50,66,57,F
46,R,selected/2460933.java_ReadFile,262,275,43,F
47,R,selected/1218439.java_bytesFromFile,150,160,57,F
48,R,selected/1596984.java_getLocalResourcePath,82,100,58,F
49,R,selected/2285157.java_copyToTemp,55,64,61,F
50,R,selected/1694363.java_copyToTemp,44,53,64,F
0,Q,default/21155.java_displayDiffResults,367,414,,
1,R,default/97193.java_displayDiffResults,367,414,100,T1
2,R,default/95983.java_displayDiffResults,367,414,100,T1
3,R,default/85302.java_displayDiffResults,367,414,100,MT1
4,R,default/80614.java_displayDiffResults,367,414,100,T1
5,R,default/75592.java_displayDiffResults,367,414,100,MT1
6,R,default/74307.java_displayDiffResults,367,414,100,T1
7,R,default/70932.java_displayDiffResults,367,414,100,T1
8,R,default/63608.java_displayDiffResults,367,414,100,T1
9,R,default/6169.java_displayDiffResults,367,414,100,T1
10,R,default/56486.java_displayDiffResults,367,414,100,T1
11,R,default/55710.java_displayDiffResults,367,414,100,T1
12,R,default/50941.java_displayDiffResults,367,414,100,T1
13,R,default/37949.java_displayDiffResults,367,414,100,MT1
14,R,default/36739.java_displayDiffResults,367,414,100,T1
15,R,default/29342.java_displayDiffResults,367,414,100,MT1
16,R,default/27443.java_displayDiffResults,367,414,100,MT1
17,R,default/2624.java_displayDiffResults,367,414,100,T1
18,R,default/19968.java_displayDiffResults,367,414,100,T1
19,R,default/19250.java_displayDiffResults,367,414,100,MT1
20,R,default/1761.java_displayDiffResults,367,414,100,T1
21,R,default/128812.java_displayDiffResults,367,414,100,T1
22,R,default/121978.java_displayDiffResults,367,414,100,MT1
23,R,default/105999.java_displayDiffResults,367,414,100,MT1
24,R,selected/2704374.java_generateDiffResults,363,404,73,T3
25,R,selected/1744128.java_roundTrip,73,98,59,F
26,R,selected/2091393.java_extractToTempFile,177,188,55,F
27,R,selected/840994.java_compress,76,103,58,F
28,R,selected/2701221.java_getBinaryFileContent,59,71,52,F
29,R,selected/1747448.java_verifyEntry,83,92,53,F
30,R,selected/844789.java_getTemplate,57,70,46,F
31,R,selected/1665656.java_getTemplate,80,93,46,F
32,R,selected/2304941.java_zipFile,257,269,69,F
33,R,selected/2046780.java_transfer,262,281,55,F
34,R,selected/2382683.java_viaDirectURI,116,136,49,F
35,R,selected/862317.java_writeToClient,149,162,51,F
36,R,selected/1869311.java_unzip,294,304,50,F
37,R,selected/1951170.java_compressFile,17,33,60,F
38,R,selected/2701221.java_writeBinaryFileContent,80,90,52,F
39,R,selected/314322.java_unzip,371,381,50,F
40,R,selected/1496769.java_copyFileToTmp,108,120,73,F
41,R,selected/1186751.java_uploadFile,327,344,71,F
42,R,selected/1185361.java_start,21,57,58,F
43,R,selected/612514.java_copyToTmp,257,268,58,F
44,R,default/24530.java_decompressFile,68,84,57,F
45,R,default/24530.java_compressFile,50,66,57,F
46,R,selected/2460933.java_ReadFile,262,275,43,F
47,R,selected/1218439.java_bytesFromFile,150,160,57,F
48,R,selected/1596984.java_getLocalResourcePath,82,100,58,F
49,R,selected/2285157.java_copyToTemp,55,64,61,F
50,R,selected/1694363.java_copyToTemp,44,53,64,F
0,Q,default/19968.java_displayDiffResults,367,414,,
1,R,default/97193.java_displayDiffResults,367,414,100,T1
2,R,default/95983.java_displayDiffResults,367,414,100,T1
3,R,default/85302.java_displayDiffResults,367,414,100,MT1
4,R,default/80614.java_displayDiffResults,367,414,100,T1
5,R,default/75592.java_displayDiffResults,367,414,100,MT1
6,R,default/74307.java_displayDiffResults,367,414,100,T1
7,R,default/70932.java_displayDiffResults,367,414,100,T1
8,R,default/63608.java_displayDiffResults,367,414,100,T1
9,R,default/6169.java_displayDiffResults,367,414,100,T1
10,R,default/56486.java_displayDiffResults,367,414,100,T1
11,R,default/55710.java_displayDiffResults,367,414,100,T1
12,R,default/50941.java_displayDiffResults,367,414,100,T1
13,R,default/37949.java_displayDiffResults,367,414,100,MT1
14,R,default/36739.java_displayDiffResults,367,414,100,T1
15,R,default/29342.java_displayDiffResults,367,414,100,MT1
16,R,default/27443.java_displayDiffResults,367,414,100,MT1
17,R,default/2624.java_displayDiffResults,367,414,100,T1
18,R,default/21155.java_displayDiffResults,367,414,100,MT1
19,R,default/19250.java_displayDiffResults,367,414,100,MT1
20,R,default/1761.java_displayDiffResults,367,414,100,T1
21,R,default/128812.java_displayDiffResults,367,414,100,T1
22,R,default/121978.java_displayDiffResults,367,414,100,MT1
23,R,default/105999.java_displayDiffResults,367,414,100,MT1
24,R,selected/2704374.java_generateDiffResults,363,404,73,T3
25,R,selected/1744128.java_roundTrip,73,98,59,F
26,R,selected/2091393.java_extractToTempFile,177,188,55,F
27,R,selected/840994.java_compress,76,103,58,F
28,R,selected/2701221.java_getBinaryFileContent,59,71,52,F
29,R,selected/1747448.java_verifyEntry,83,92,53,F
30,R,selected/844789.java_getTemplate,57,70,46,F
31,R,selected/1665656.java_getTemplate,80,93,46,F
32,R,selected/2304941.java_zipFile,257,269,69,F
33,R,selected/2046780.java_transfer,262,281,55,F
34,R,selected/2382683.java_viaDirectURI,116,136,49,F
35,R,selected/862317.java_writeToClient,149,162,51,F
36,R,selected/1869311.java_unzip,294,304,50,F
37,R,selected/1951170.java_compressFile,17,33,60,F
38,R,selected/2701221.java_writeBinaryFileContent,80,90,52,F
39,R,selected/314322.java_unzip,371,381,50,F
40,R,selected/1496769.java_copyFileToTmp,108,120,73,F
41,R,selected/1186751.java_uploadFile,327,344,71,F
42,R,selected/1185361.java_start,21,57,58,F
43,R,selected/612514.java_copyToTmp,257,268,58,F
44,R,default/24530.java_decompressFile,68,84,57,F
45,R,default/24530.java_compressFile,50,66,57,F
46,R,selected/2460933.java_ReadFile,262,275,43,F
47,R,selected/1218439.java_bytesFromFile,150,160,57,F
48,R,selected/1596984.java_getLocalResourcePath,82,100,58,F
49,R,selected/2285157.java_copyToTemp,55,64,61,F
50,R,selected/1694363.java_copyToTemp,44,53,64,F
0,Q,default/128812.java_displayDiffResults,367,414,,
1,R,default/97193.java_displayDiffResults,367,414,100,T1
2,R,default/95983.java_displayDiffResults,367,414,100,T1
3,R,default/85302.java_displayDiffResults,367,414,100,MT1
4,R,default/80614.java_displayDiffResults,367,414,100,T1
5,R,default/75592.java_displayDiffResults,367,414,100,MT1
6,R,default/74307.java_displayDiffResults,367,414,100,T1
7,R,default/70932.java_displayDiffResults,367,414,100,T1
8,R,default/63608.java_displayDiffResults,367,414,100,T1
9,R,default/6169.java_displayDiffResults,367,414,100,T1
10,R,default/56486.java_displayDiffResults,367,414,100,T1
11,R,default/55710.java_displayDiffResults,367,414,100,T1
12,R,default/50941.java_displayDiffResults,367,414,100,T1
13,R,default/37949.java_displayDiffResults,367,414,100,MT1
14,R,default/36739.java_displayDiffResults,367,414,100,T1
15,R,default/29342.java_displayDiffResults,367,414,100,MT1
16,R,default/27443.java_displayDiffResults,367,414,100,MT1
17,R,default/2624.java_displayDiffResults,367,414,100,T1
18,R,default/21155.java_displayDiffResults,367,414,100,MT1
19,R,default/19968.java_displayDiffResults,367,414,100,MT1
20,R,default/19250.java_displayDiffResults,367,414,100,MT1
21,R,default/1761.java_displayDiffResults,367,414,100,T1
22,R,default/121978.java_displayDiffResults,367,414,100,MT1
23,R,default/105999.java_displayDiffResults,367,414,100,MT1
24,R,selected/2704374.java_generateDiffResults,363,404,73,T3
25,R,selected/1744128.java_roundTrip,73,98,59,F
26,R,selected/2091393.java_extractToTempFile,177,188,55,F
27,R,selected/840994.java_compress,76,103,58,F
28,R,selected/2701221.java_getBinaryFileContent,59,71,52,F
29,R,selected/1747448.java_verifyEntry,83,92,53,F
30,R,selected/844789.java_getTemplate,57,70,46,F
31,R,selected/1665656.java_getTemplate,80,93,46,F
32,R,selected/2304941.java_zipFile,257,269,69,F
33,R,selected/2046780.java_transfer,262,281,55,F
34,R,selected/2382683.java_viaDirectURI,116,136,49,F
35,R,selected/862317.java_writeToClient,149,162,51,F
36,R,selected/1869311.java_unzip,294,304,50,F
37,R,selected/1951170.java_compressFile,17,33,60,F
38,R,selected/2701221.java_writeBinaryFileContent,80,90,52,F
39,R,selected/314322.java_unzip,371,381,50,F
40,R,selected/1496769.java_copyFileToTmp,108,120,73,F
41,R,selected/1186751.java_uploadFile,327,344,71,F
42,R,selected/1185361.java_start,21,57,58,F
43,R,selected/612514.java_copyToTmp,257,268,58,F
44,R,default/24530.java_decompressFile,68,84,57,F
45,R,default/24530.java_compressFile,50,66,57,F
46,R,selected/2460933.java_ReadFile,262,275,43,F
47,R,selected/1218439.java_bytesFromFile,150,160,57,F
48,R,selected/1596984.java_getLocalResourcePath,82,100,58,F
49,R,selected/2285157.java_copyToTemp,55,64,61,F
50,R,selected/1694363.java_copyToTemp,44,53,64,F
0,Q,default/70932.java_displayDiffResults,367,414,,
1,R,default/97193.java_displayDiffResults,367,414,100,T1
2,R,default/95983.java_displayDiffResults,367,414,100,T1
3,R,default/85302.java_displayDiffResults,367,414,100,MT1
4,R,default/80614.java_displayDiffResults,367,414,100,T1
5,R,default/75592.java_displayDiffResults,367,414,100,MT1
6,R,default/74307.java_displayDiffResults,367,414,100,T1
7,R,default/63608.java_displayDiffResults,367,414,100,T1
8,R,default/6169.java_displayDiffResults,367,414,100,T1
9,R,default/56486.java_displayDiffResults,367,414,100,T1
10,R,default/55710.java_displayDiffResults,367,414,100,T1
11,R,default/50941.java_displayDiffResults,367,414,100,T1
12,R,default/37949.java_displayDiffResults,367,414,100,MT1
13,R,default/36739.java_displayDiffResults,367,414,100,T1
14,R,default/29342.java_displayDiffResults,367,414,100,MT1
15,R,default/27443.java_displayDiffResults,367,414,100,MT1
16,R,default/2624.java_displayDiffResults,367,414,100,T1
17,R,default/21155.java_displayDiffResults,367,414,100,MT1
18,R,default/19968.java_displayDiffResults,367,414,100,MT1
19,R,default/19250.java_displayDiffResults,367,414,100,MT1
20,R,default/1761.java_displayDiffResults,367,414,100,T1
21,R,default/128812.java_displayDiffResults,367,414,100,MT1
22,R,default/121978.java_displayDiffResults,367,414,100,MT1
23,R,default/105999.java_displayDiffResults,367,414,100,MT1
24,R,selected/2704374.java_generateDiffResults,363,404,73,T3
25,R,selected/1744128.java_roundTrip,73,98,59,F
26,R,selected/2091393.java_extractToTempFile,177,188,55,F
27,R,selected/840994.java_compress,76,103,58,F
28,R,selected/2701221.java_getBinaryFileContent,59,71,52,F
29,R,selected/1747448.java_verifyEntry,83,92,53,F
30,R,selected/844789.java_getTemplate,57,70,46,F
31,R,selected/1665656.java_getTemplate,80,93,46,F
32,R,selected/2304941.java_zipFile,257,269,69,F
33,R,selected/2046780.java_transfer,262,281,55,F
34,R,selected/2382683.java_viaDirectURI,116,136,49,F
35,R,selected/862317.java_writeToClient,149,162,51,F
36,R,selected/1869311.java_unzip,294,304,50,F
37,R,selected/1951170.java_compressFile,17,33,60,F
38,R,selected/2701221.java_writeBinaryFileContent,80,90,52,F
39,R,selected/314322.java_unzip,371,381,50,F
40,R,selected/1496769.java_copyFileToTmp,108,120,73,F
41,R,selected/1186751.java_uploadFile,327,344,71,F
42,R,selected/1185361.java_start,21,57,58,F
43,R,selected/612514.java_copyToTmp,257,268,58,F
44,R,default/24530.java_decompressFile,68,84,57,F
45,R,default/24530.java_compressFile,50,66,57,F
46,R,selected/2460933.java_ReadFile,262,275,43,F
47,R,selected/1218439.java_bytesFromFile,150,160,57,F
48,R,selected/1596984.java_getLocalResourcePath,82,100,58,F
49,R,selected/2285157.java_copyToTemp,55,64,61,F
50,R,selected/1694363.java_copyToTemp,44,53,64,F
0,Q,default/1761.java_displayDiffResults,367,414,,
1,R,default/97193.java_displayDiffResults,367,414,100,T1
2,R,default/95983.java_displayDiffResults,367,414,100,T1
3,R,default/85302.java_displayDiffResults,367,414,100,MT1
4,R,default/80614.java_displayDiffResults,367,414,100,T1
5,R,default/75592.java_displayDiffResults,367,414,100,MT1
6,R,default/74307.java_displayDiffResults,367,414,100,T1
7,R,default/70932.java_displayDiffResults,367,414,100,MT1
8,R,default/63608.java_displayDiffResults,367,414,100,T1
9,R,default/6169.java_displayDiffResults,367,414,100,T1
10,R,default/56486.java_displayDiffResults,367,414,100,T1
11,R,default/55710.java_displayDiffResults,367,414,100,T1
12,R,default/50941.java_displayDiffResults,367,414,100,T1
13,R,default/37949.java_displayDiffResults,367,414,100,MT1
14,R,default/36739.java_displayDiffResults,367,414,100,T1
15,R,default/29342.java_displayDiffResults,367,414,100,MT1
16,R,default/27443.java_displayDiffResults,367,414,100,MT1
17,R,default/2624.java_displayDiffResults,367,414,100,T1
18,R,default/21155.java_displayDiffResults,367,414,100,MT1
19,R,default/19968.java_displayDiffResults,367,414,100,MT1
20,R,default/19250.java_displayDiffResults,367,414,100,MT1
21,R,default/128812.java_displayDiffResults,367,414,100,MT1
22,R,default/121978.java_displayDiffResults,367,414,100,MT1
23,R,default/105999.java_displayDiffResults,367,414,100,MT1
24,R,selected/2704374.java_generateDiffResults,363,404,73,T3
25,R,selected/1744128.java_roundTrip,73,98,59,F
26,R,selected/2091393.java_extractToTempFile,177,188,55,F
27,R,selected/840994.java_compress,76,103,58,F
28,R,selected/2701221.java_getBinaryFileContent,59,71,52,F
29,R,selected/1747448.java_verifyEntry,83,92,53,F
30,R,selected/844789.java_getTemplate,57,70,46,F
31,R,selected/1665656.java_getTemplate,80,93,46,F
32,R,selected/2304941.java_zipFile,257,269,69,F
33,R,selected/2046780.java_transfer,262,281,55,F
34,R,selected/2382683.java_viaDirectURI,116,136,49,F
35,R,selected/862317.java_writeToClient,149,162,51,F
36,R,selected/1869311.java_unzip,294,304,50,F
37,R,selected/1951170.java_compressFile,17,33,60,F
38,R,selected/2701221.java_writeBinaryFileContent,80,90,52,F
39,R,selected/314322.java_unzip,371,381,50,F
40,R,selected/1496769.java_copyFileToTmp,108,120,73,F
41,R,selected/1186751.java_uploadFile,327,344,71,F
42,R,selected/1185361.java_start,21,57,58,F
43,R,selected/612514.java_copyToTmp,257,268,58,F
44,R,default/24530.java_decompressFile,68,84,57,F
45,R,default/24530.java_compressFile,50,66,57,F
46,R,selected/2460933.java_ReadFile,262,275,43,F
47,R,selected/1218439.java_bytesFromFile,150,160,57,F
48,R,selected/1596984.java_getLocalResourcePath,82,100,58,F
49,R,selected/2285157.java_copyToTemp,55,64,61,F
50,R,selected/1694363.java_copyToTemp,44,53,64,F
0,Q,default/95983.java_displayDiffResults,367,414,,
1,R,default/97193.java_displayDiffResults,367,414,100,T1
2,R,default/85302.java_displayDiffResults,367,414,100,MT1
3,R,default/80614.java_displayDiffResults,367,414,100,T1
4,R,default/75592.java_displayDiffResults,367,414,100,MT1
5,R,default/74307.java_displayDiffResults,367,414,100,T1
6,R,default/70932.java_displayDiffResults,367,414,100,MT1
7,R,default/63608.java_displayDiffResults,367,414,100,T1
8,R,default/6169.java_displayDiffResults,367,414,100,T1
9,R,default/56486.java_displayDiffResults,367,414,100,T1
10,R,default/55710.java_displayDiffResults,367,414,100,T1
11,R,default/50941.java_displayDiffResults,367,414,100,T1
12,R,default/37949.java_displayDiffResults,367,414,100,MT1
13,R,default/36739.java_displayDiffResults,367,414,100,T1
14,R,default/29342.java_displayDiffResults,367,414,100,MT1
15,R,default/27443.java_displayDiffResults,367,414,100,MT1
16,R,default/2624.java_displayDiffResults,367,414,100,T1
17,R,default/21155.java_displayDiffResults,367,414,100,MT1
18,R,default/19968.java_displayDiffResults,367,414,100,MT1
19,R,default/19250.java_displayDiffResults,367,414,100,MT1
20,R,default/1761.java_displayDiffResults,367,414,100,MT1
21,R,default/128812.java_displayDiffResults,367,414,100,MT1
22,R,default/121978.java_displayDiffResults,367,414,100,MT1
23,R,default/105999.java_displayDiffResults,367,414,100,MT1
24,R,selected/2704374.java_generateDiffResults,363,404,73,T3
25,R,selected/1744128.java_roundTrip,73,98,59,F
26,R,selected/2091393.java_extractToTempFile,177,188,55,F
27,R,selected/840994.java_compress,76,103,58,F
28,R,selected/2701221.java_getBinaryFileContent,59,71,52,F
29,R,selected/1747448.java_verifyEntry,83,92,53,F
30,R,selected/844789.java_getTemplate,57,70,46,F
31,R,selected/1665656.java_getTemplate,80,93,46,F
32,R,selected/2304941.java_zipFile,257,269,69,F
33,R,selected/2046780.java_transfer,262,281,55,F
34,R,selected/2382683.java_viaDirectURI,116,136,49,F
35,R,selected/862317.java_writeToClient,149,162,51,F
36,R,selected/1869311.java_unzip,294,304,50,F
37,R,selected/1951170.java_compressFile,17,33,60,F
38,R,selected/2701221.java_writeBinaryFileContent,80,90,52,F
39,R,selected/314322.java_unzip,371,381,50,F
40,R,selected/1496769.java_copyFileToTmp,108,120,73,F
41,R,selected/1186751.java_uploadFile,327,344,71,F
42,R,selected/1185361.java_start,21,57,58,F
43,R,selected/612514.java_copyToTmp,257,268,58,F
44,R,default/24530.java_decompressFile,68,84,57,F
45,R,default/24530.java_compressFile,50,66,57,F
46,R,selected/2460933.java_ReadFile,262,275,43,F
47,R,selected/1218439.java_bytesFromFile,150,160,57,F
48,R,selected/1596984.java_getLocalResourcePath,82,100,58,F
49,R,selected/2285157.java_copyToTemp,55,64,61,F
50,R,selected/1694363.java_copyToTemp,44,53,64,F
0,Q,default/6169.java_displayDiffResults,367,414,,
1,R,default/97193.java_displayDiffResults,367,414,100,T1
