Settings, precisonMar 27, 2016 10:55:42 PM org.elasticsearch.plugins.PluginsService <init>
INFO: [Hindsight Lad] loaded [], sites []
tfidf_no_dps_4,0.6300000000000001
tfidf_no_dpw_1,0.8011111111111112
tfidf_no_dpw_2,0.8588888888888886
tfidf_no_dpw_3,0.8733333333333337
tfidf_no_dpw_4,0.8488888888888886
tfidf_no_dpws_1,0.5022222222222223
tfidf_no_dpws_2,0.6211111111111107
tfidf_no_dpws_3,0.6044444444444446
tfidf_no_dpws_4,0.6044444444444441
tfidf_no_dk_1,0.766666666666666
tfidf_no_dk_2,0.7588888888888884
tfidf_no_dk_3,0.7499999999999996
tfidf_no_dk_4,0.743333333333333
tfidf_no_dks_1,0.6455555555555552
tfidf_no_dks_2,0.6466666666666666
tfidf_no_dks_3,0.6588888888888889
tfidf_no_dks_4,0.6311111111111113
tfidf_no_dkw_1,0.6933333333333334
tfidf_no_dkw_2,0.728888888888889
tfidf_no_dkw_3,0.803333333333333
tfidf_no_dkw_4,0.828888888888888
tfidf_no_dkws_1,0.34666666666666696
tfidf_no_dkws_2,0.4133333333333336
tfidf_no_dkws_3,0.5066666666666665
tfidf_no_dkws_4,0.51
tfidf_no_dkp_1,0.7566666666666662
tfidf_no_dkp_2,0.7555555555555549
tfidf_no_dkp_3,0.7444444444444441
tfidf_no_dkp_4,0.7377777777777775
tfidf_no_dkps_1,0.6455555555555552
tfidf_no_dkps_2,0.641111111111111
tfidf_no_dkps_3,0.6422222222222221
tfidf_no_dkps_4,0.627777777777778
tfidf_no_dkpw_1,0.7288888888888893
tfidf_no_dkpw_2,0.7888888888888892
tfidf_no_dkpw_3,0.8222222222222224
tfidf_no_dkpw_4,0.7911111111111107
tfidf_no_dkpws_1,0.397777777777778
tfidf_no_dkpws_2,0.4944444444444442
tfidf_no_dkpws_3,0.5155555555555554
tfidf_no_dkpws_4,0.492222222222222
tfidf_no_dj_1,0.7333333333333332
tfidf_no_dj_2,0.7433333333333331
tfidf_no_dj_3,0.7444444444444441
tfidf_no_dj_4,0.742222222222222
tfidf_no_djs_1,0.6422222222222221
tfidf_no_djs_2,0.6600000000000001
tfidf_no_djs_3,0.6555555555555557
tfidf_no_djs_4,0.6333333333333334
tfidf_no_djw_1,0.7966666666666667
tfidf_no_djw_2,0.8688888888888889
tfidf_no_djw_3,0.898888888888889
tfidf_no_djw_4,0.8611111111111109
tfidf_no_djws_1,0.4755555555555556
tfidf_no_djws_2,0.6266666666666664
tfidf_no_djws_3,0.6233333333333333
tfidf_no_djws_4,0.5977777777777777
tfidf_no_djp_1,0.731111111111111
tfidf_no_djp_2,0.734444444444444
tfidf_no_djp_3,0.743333333333333
tfidf_no_djp_4,0.7388888888888887
tfidf_no_djps_1,0.6533333333333331
tfidf_no_djps_2,0.6600000000000001
tfidf_no_djps_3,0.6522222222222223
tfidf_no_djps_4,0.6277777777777779
tfidf_no_djpw_1,0.8044444444444446
tfidf_no_djpw_2,0.8633333333333331
tfidf_no_djpw_3,0.8899999999999999
tfidf_no_djpw_4,0.8466666666666667
tfidf_no_djpws_1,0.4755555555555556
tfidf_no_djpws_2,0.6288888888888888
tfidf_no_djpws_3,0.6133333333333334
tfidf_no_djpws_4,0.6066666666666666
tfidf_no_djk_1,0.7166666666666662
tfidf_no_djk_2,0.7233333333333333
tfidf_no_djk_3,0.7433333333333331
tfidf_no_djk_4,0.7266666666666665
tfidf_no_djks_1,0.6344444444444443
tfidf_no_djks_2,0.6344444444444446
tfidf_no_djks_3,0.6355555555555558
tfidf_no_djks_4,0.6244444444444446
tfidf_no_djkw_1,0.7022222222222227
tfidf_no_djkw_2,0.7999999999999998
tfidf_no_djkw_3,0.8455555555555553
tfidf_no_djkw_4,0.8199999999999995
tfidf_no_djkws_1,0.307777777777778
tfidf_no_djkws_2,0.4733333333333333
tfidf_no_djkws_3,0.5266666666666665
tfidf_no_djkws_4,0.49222222222222245
tfidf_no_djkp_1,0.703333333333333
tfidf_no_djkp_2,0.7044444444444445
tfidf_no_djkp_3,0.7344444444444442
tfidf_no_djkp_4,0.7222222222222219
tfidf_no_djkps_1,0.6333333333333331
tfidf_no_djkps_2,0.6288888888888889
tfidf_no_djkps_3,0.6266666666666668
tfidf_no_djkps_4,0.618888888888889
tfidf_no_djkpw_1,0.7344444444444449
tfidf_no_djkpw_2,0.8344444444444441
tfidf_no_djkpw_3,0.8166666666666667
tfidf_no_djkpw_4,0.8055555555555557
tfidf_no_djkpws_1,0.3577777777777778
tfidf_no_djkpws_2,0.533333333333333
tfidf_no_djkpws_3,0.5322222222222222
tfidf_no_djkpws_4,0.5277777777777773
Settings, precisonMar 27, 2016 11:01:04 PM org.elasticsearch.plugins.PluginsService <init>
INFO: [Kaluu] loaded [], sites []
tfidf_true_x_1,0.821111111111111
tfidf_true_x_2,0.8944444444444443
tfidf_true_x_3,0.9222222222222216
tfidf_true_x_4,0.9344444444444441
tfidf_true_s_1,0.7266666666666666
tfidf_true_s_2,0.8077777777777775
tfidf_true_s_3,0.8144444444444441
tfidf_true_s_4,0.8111111111111108
tfidf_true_w_1,0.8622222222222227
tfidf_true_w_2,0.9233333333333338
tfidf_true_w_3,0.9233333333333342
tfidf_true_w_4,0.9300000000000005
tfidf_true_ws_1,0.7155555555555559
tfidf_true_ws_2,0.8388888888888894
tfidf_true_ws_3,0.8366666666666672
tfidf_true_ws_4,0.8222222222222229
tfidf_true_p_1,0.8400000000000001
tfidf_true_p_2,0.8933333333333332
tfidf_true_p_3,0.9244444444444438
tfidf_true_p_4,0.9344444444444441
tfidf_true_ps_1,0.732222222222222
tfidf_true_ps_2,0.8055555555555552
tfidf_true_ps_3,0.8144444444444441
tfidf_true_ps_4,0.8155555555555551
tfidf_true_pw_1,0.866666666666667
tfidf_true_pw_2,0.9144444444444448
tfidf_true_pw_3,0.913333333333334
tfidf_true_pw_4,0.925555555555556
tfidf_true_pws_1,0.7188888888888891
tfidf_true_pws_2,0.8022222222222227
tfidf_true_pws_3,0.7888888888888892
tfidf_true_pws_4,0.8200000000000003
tfidf_true_k_1,0.8233333333333333
tfidf_true_k_2,0.8955555555555553
tfidf_true_k_3,0.9255555555555549
tfidf_true_k_4,0.9299999999999996
tfidf_true_ks_1,0.732222222222222
tfidf_true_ks_2,0.7999999999999997
tfidf_true_ks_3,0.8122222222222218
tfidf_true_ks_4,0.7944444444444443
tfidf_true_kw_1,0.8355555555555559
tfidf_true_kw_2,0.9266666666666665
tfidf_true_kw_3,0.9277777777777786
tfidf_true_kw_4,0.9333333333333337
tfidf_true_kws_1,0.674444444444445
tfidf_true_kws_2,0.8455555555555558
tfidf_true_kws_3,0.8400000000000007
tfidf_true_kws_4,0.8288888888888891
tfidf_true_kp_1,0.8333333333333334
tfidf_true_kp_2,0.8899999999999999
tfidf_true_kp_3,0.9255555555555549
tfidf_true_kp_4,0.9299999999999996
tfidf_true_kps_1,0.7311111111111109
tfidf_true_kps_2,0.794444444444444
tfidf_true_kps_3,0.8111111111111108
tfidf_true_kps_4,0.792222222222222
tfidf_true_kpw_1,0.8344444444444447
tfidf_true_kpw_2,0.9033333333333334
tfidf_true_kpw_3,0.9066666666666674
tfidf_true_kpw_4,0.9233333333333336
tfidf_true_kpws_1,0.6800000000000004
tfidf_true_kpws_2,0.7955555555555555
tfidf_true_kpws_3,0.7922222222222227
tfidf_true_kpws_4,0.8200000000000002
tfidf_true_j_1,0.7933333333333331
tfidf_true_j_2,0.8944444444444442
tfidf_true_j_3,0.9222222222222216
tfidf_true_j_4,0.9344444444444441
tfidf_true_js_1,0.7022222222222221
tfidf_true_js_2,0.803333333333333
tfidf_true_js_3,0.8099999999999997
tfidf_true_js_4,0.8122222222222218
tfidf_true_jw_1,0.8800000000000006
tfidf_true_jw_2,0.9144444444444446
tfidf_true_jw_3,0.9266666666666675
tfidf_true_jw_4,0.925555555555556
tfidf_true_jws_1,0.7222222222222225
tfidf_true_jws_2,0.8366666666666671
tfidf_true_jws_3,0.8300000000000005
tfidf_true_jws_4,0.8433333333333338
tfidf_true_jp_1,0.801111111111111
tfidf_true_jp_2,0.8799999999999999
tfidf_true_jp_3,0.9222222222222216
tfidf_true_jp_4,0.9344444444444441
tfidf_true_jps_1,0.7022222222222221
tfidf_true_jps_2,0.7766666666666664
tfidf_true_jps_3,0.8144444444444441
tfidf_true_jps_4,0.8166666666666663
tfidf_true_jpw_1,0.8733333333333336
tfidf_true_jpw_2,0.9077777777777782
tfidf_true_jpw_3,0.9088888888888895
tfidf_true_jpw_4,0.925555555555556
tfidf_true_jpws_1,0.7388888888888889
tfidf_true_jpws_2,0.8033333333333335
tfidf_true_jpws_3,0.8077777777777779
tfidf_true_jpws_4,0.8488888888888895
tfidf_true_jk_1,0.7811111111111111
tfidf_true_jk_2,0.883333333333333
tfidf_true_jk_3,0.9211111111111104
tfidf_true_jk_4,0.9211111111111107
tfidf_true_jks_1,0.6777777777777776
tfidf_true_jks_2,0.7866666666666663
tfidf_true_jks_3,0.8111111111111108
tfidf_true_jks_4,0.7944444444444443
tfidf_true_jkw_1,0.8444444444444444
tfidf_true_jkw_2,0.9077777777777781
tfidf_true_jkw_3,0.9088888888888899
tfidf_true_jkw_4,0.9233333333333336
tfidf_true_jkws_1,0.6322222222222225
tfidf_true_jkws_2,0.8244444444444446
tfidf_true_jkws_3,0.8200000000000004
tfidf_true_jkws_4,0.8433333333333337
tfidf_true_jkp_1,0.7811111111111111
tfidf_true_jkp_2,0.8766666666666666
tfidf_true_jkp_3,0.9188888888888883
tfidf_true_jkp_4,0.9299999999999996
tfidf_true_jkps_1,0.6777777777777777
tfidf_true_jkps_2,0.7666666666666664
tfidf_true_jkps_3,0.8088888888888885
tfidf_true_jkps_4,0.792222222222222
tfidf_true_jkpw_1,0.8644444444444442
tfidf_true_jkpw_2,0.8911111111111116
tfidf_true_jkpw_3,0.9022222222222229
tfidf_true_jkpw_4,0.9233333333333336
tfidf_true_jkpws_1,0.6600000000000003
tfidf_true_jkpws_2,0.7966666666666665
tfidf_true_jkpws_3,0.81
tfidf_true_jkpws_4,0.8333333333333335
tfidf_true_d_1,0.8155555555555555
tfidf_true_d_2,0.8933333333333331
tfidf_true_d_3,0.9222222222222216
tfidf_true_d_4,0.9344444444444441
tfidf_true_ds_1,0.7177777777777777
tfidf_true_ds_2,0.8011111111111108
tfidf_true_ds_3,0.812222222222222
tfidf_true_ds_4,0.8077777777777774
tfidf_true_dw_1,0.8566666666666668
tfidf_true_dw_2,0.9166666666666672
tfidf_true_dw_3,0.9166666666666674
tfidf_true_dw_4,0.9277777777777783
tfidf_true_dws_1,0.6977777777777782
tfidf_true_dws_2,0.8177777777777777
tfidf_true_dws_3,0.8233333333333339
tfidf_true_dws_4,0.8222222222222229
tfidf_true_dp_1,0.8244444444444444
tfidf_true_dp_2,0.892222222222222
tfidf_true_dp_3,0.9244444444444438
tfidf_true_dp_4,0.9344444444444441
tfidf_true_dps_1,0.7233333333333333
tfidf_true_dps_2,0.7988888888888884
tfidf_true_dps_3,0.812222222222222
tfidf_true_dps_4,0.8122222222222218
tfidf_true_dpw_1,0.8611111111111112
tfidf_true_dpw_2,0.907777777777778
tfidf_true_dpw_3,0.9088888888888899
tfidf_true_dpw_4,0.925555555555556
tfidf_true_dpws_1,0.7000000000000003
tfidf_true_dpws_2,0.7888888888888889
tfidf_true_dpws_3,0.7788888888888893
tfidf_true_dpws_4,0.8155555555555559
tfidf_true_dk_1,0.8022222222222223
tfidf_true_dk_2,0.8944444444444443
tfidf_true_dk_3,0.9211111111111104
tfidf_true_dk_4,0.9299999999999996
tfidf_true_dks_1,0.7144444444444444
tfidf_true_dks_2,0.803333333333333
tfidf_true_dks_3,0.803333333333333
tfidf_true_dks_4,0.7933333333333331
tfidf_true_dkw_1,0.81
tfidf_true_dkw_2,0.9211111111111113
tfidf_true_dkw_3,0.9166666666666674
tfidf_true_dkw_4,0.9333333333333337
tfidf_true_dkws_1,0.6522222222222226
tfidf_true_dkws_2,0.8244444444444444
tfidf_true_dkws_3,0.8344444444444449
tfidf_true_dkws_4,0.8288888888888891
tfidf_true_dkp_1,0.8033333333333333
tfidf_true_dkp_2,0.8877777777777776
tfidf_true_dkp_3,0.9211111111111104
tfidf_true_dkp_4,0.9299999999999996
tfidf_true_dkps_1,0.7133333333333332
tfidf_true_dkps_2,0.7933333333333329
tfidf_true_dkps_3,0.8022222222222217
tfidf_true_dkps_4,0.7911111111111109
tfidf_true_dkpw_1,0.8233333333333335
tfidf_true_dkpw_2,0.8966666666666671
tfidf_true_dkpw_3,0.9000000000000009
tfidf_true_dkpw_4,0.9233333333333336
tfidf_true_dkpws_1,0.6700000000000004
tfidf_true_dkpws_2,0.772222222222222
tfidf_true_dkpws_3,0.7777777777777781
tfidf_true_dkpws_4,0.8133333333333336
tfidf_true_dj_1,0.7822222222222223
tfidf_true_dj_2,0.8922222222222217
tfidf_true_dj_3,0.9222222222222216
tfidf_true_dj_4,0.9344444444444441
tfidf_true_djs_1,0.6922222222222221
tfidf_true_djs_2,0.7944444444444442
tfidf_true_djs_3,0.8077777777777777
tfidf_true_djs_4,0.8077777777777774
tfidf_true_djw_1,0.8711111111111111
tfidf_true_djw_2,0.9055555555555557
tfidf_true_djw_3,0.9244444444444453
tfidf_true_djw_4,0.925555555555556
tfidf_true_djws_1,0.6822222222222224
tfidf_true_djws_2,0.8122222222222225
tfidf_true_djws_3,0.8266666666666673
tfidf_true_djws_4,0.8311111111111114
tfidf_true_djp_1,0.7933333333333332
tfidf_true_djp_2,0.8788888888888887
tfidf_true_djp_3,0.9222222222222216
tfidf_true_djp_4,0.9344444444444441
tfidf_true_djps_1,0.6922222222222221
tfidf_true_djps_2,0.7677777777777776
tfidf_true_djps_3,0.8077777777777777
tfidf_true_djps_4,0.8122222222222218
tfidf_true_djpw_1,0.8633333333333331
tfidf_true_djpw_2,0.9011111111111114
tfidf_true_djpw_3,0.9022222222222229
tfidf_true_djpw_4,0.925555555555556
tfidf_true_djpws_1,0.7022222222222223
tfidf_true_djpws_2,0.7844444444444447
tfidf_true_djpws_3,0.8000000000000003
tfidf_true_djpws_4,0.8388888888888896
tfidf_true_djk_1,0.7722222222222223
tfidf_true_djk_2,0.8799999999999997
tfidf_true_djk_3,0.9211111111111104
tfidf_true_djk_4,0.9211111111111107
tfidf_true_djks_1,0.6733333333333332
tfidf_true_djks_2,0.7844444444444443
tfidf_true_djks_3,0.8022222222222217
tfidf_true_djks_4,0.7933333333333331
tfidf_true_djkw_1,0.8355555555555552
tfidf_true_djkw_2,0.906666666666667
tfidf_true_djkw_3,0.9066666666666675
tfidf_true_djkw_4,0.925555555555556
tfidf_true_djkws_1,0.6100000000000001
tfidf_true_djkws_2,0.8100000000000003
tfidf_true_djkws_3,0.8122222222222226
tfidf_true_djkws_4,0.8377777777777782
tfidf_true_djkp_1,0.7733333333333333
tfidf_true_djkp_2,0.8766666666666666
tfidf_true_djkp_3,0.9188888888888883
tfidf_true_djkp_4,0.9299999999999996
tfidf_true_djkps_1,0.671111111111111
tfidf_true_djkps_2,0.7644444444444443
tfidf_true_djkps_3,0.7999999999999995
tfidf_true_djkps_4,0.7911111111111109
tfidf_true_djkpw_1,0.8488888888888884
tfidf_true_djkpw_2,0.8811111111111115
tfidf_true_djkpw_3,0.9000000000000006
tfidf_true_djkpw_4,0.9233333333333336
tfidf_true_djkpws_1,0.6377777777777779
tfidf_true_djkpws_2,0.7844444444444444
tfidf_true_djkpws_3,0.7955555555555558
tfidf_true_djkpws_4,0.8166666666666669
Settings, precisonMar 27, 2016 11:06:02 PM org.elasticsearch.plugins.PluginsService <init>
INFO: [El Aguila] loaded [], sites []
tfidf_false_x_1,0.821111111111111
tfidf_false_x_2,0.8944444444444443
tfidf_false_x_3,0.9222222222222216
tfidf_false_x_4,0.9344444444444441
tfidf_false_s_1,0.7266666666666666
tfidf_false_s_2,0.8077777777777775
tfidf_false_s_3,0.8144444444444441
tfidf_false_s_4,0.8111111111111108
tfidf_false_w_1,0.8622222222222227
tfidf_false_w_2,0.9233333333333338
tfidf_false_w_3,0.9233333333333342
tfidf_false_w_4,0.9300000000000005
tfidf_false_ws_1,0.7155555555555559
tfidf_false_ws_2,0.8388888888888894
tfidf_false_ws_3,0.8366666666666672
tfidf_false_ws_4,0.8222222222222229
tfidf_false_p_1,0.8400000000000001
tfidf_false_p_2,0.8933333333333332
tfidf_false_p_3,0.9244444444444438
tfidf_false_p_4,0.9344444444444441
tfidf_false_ps_1,0.732222222222222
tfidf_false_ps_2,0.8055555555555552
tfidf_false_ps_3,0.8144444444444441
tfidf_false_ps_4,0.8155555555555551
tfidf_false_pw_1,0.866666666666667
tfidf_false_pw_2,0.9144444444444448
tfidf_false_pw_3,0.913333333333334
tfidf_false_pw_4,0.925555555555556
tfidf_false_pws_1,0.7188888888888891
tfidf_false_pws_2,0.8022222222222227
tfidf_false_pws_3,0.7888888888888892
tfidf_false_pws_4,0.8200000000000003
tfidf_false_k_1,0.8233333333333333
tfidf_false_k_2,0.8955555555555553
tfidf_false_k_3,0.9255555555555549
tfidf_false_k_4,0.9299999999999996
tfidf_false_ks_1,0.732222222222222
tfidf_false_ks_2,0.7999999999999997
tfidf_false_ks_3,0.8122222222222218
tfidf_false_ks_4,0.7944444444444443
tfidf_false_kw_1,0.8355555555555559
tfidf_false_kw_2,0.9266666666666665
tfidf_false_kw_3,0.9277777777777786
tfidf_false_kw_4,0.9333333333333337
tfidf_false_kws_1,0.674444444444445
tfidf_false_kws_2,0.8455555555555558
tfidf_false_kws_3,0.8400000000000007
tfidf_false_kws_4,0.8288888888888891
tfidf_false_kp_1,0.8333333333333334
tfidf_false_kp_2,0.8899999999999999
tfidf_false_kp_3,0.9255555555555549
tfidf_false_kp_4,0.9299999999999996
tfidf_false_kps_1,0.7311111111111109
tfidf_false_kps_2,0.794444444444444
tfidf_false_kps_3,0.8111111111111108
tfidf_false_kps_4,0.792222222222222
tfidf_false_kpw_1,0.8344444444444447
tfidf_false_kpw_2,0.9033333333333334
tfidf_false_kpw_3,0.9066666666666674
tfidf_false_kpw_4,0.9233333333333336
tfidf_false_kpws_1,0.6800000000000004
tfidf_false_kpws_2,0.7955555555555555
tfidf_false_kpws_3,0.7922222222222227
tfidf_false_kpws_4,0.8200000000000002
tfidf_false_j_1,0.7933333333333331
tfidf_false_j_2,0.8944444444444442
tfidf_false_j_3,0.9222222222222216
tfidf_false_j_4,0.9344444444444441
tfidf_false_js_1,0.7022222222222221
tfidf_false_js_2,0.803333333333333
tfidf_false_js_3,0.8099999999999997
tfidf_false_js_4,0.8122222222222218
tfidf_false_jw_1,0.8800000000000006
tfidf_false_jw_2,0.9144444444444446
tfidf_false_jw_3,0.9266666666666675
tfidf_false_jw_4,0.925555555555556
tfidf_false_jws_1,0.7222222222222225
tfidf_false_jws_2,0.8366666666666671
tfidf_false_jws_3,0.8300000000000005
tfidf_false_jws_4,0.8433333333333338
tfidf_false_jp_1,0.801111111111111
tfidf_false_jp_2,0.8799999999999999
tfidf_false_jp_3,0.9222222222222216
tfidf_false_jp_4,0.9344444444444441
tfidf_false_jps_1,0.7022222222222221
tfidf_false_jps_2,0.7766666666666664
tfidf_false_jps_3,0.8144444444444441
tfidf_false_jps_4,0.8166666666666663
tfidf_false_jpw_1,0.8733333333333336
tfidf_false_jpw_2,0.9077777777777782
tfidf_false_jpw_3,0.9088888888888895
tfidf_false_jpw_4,0.925555555555556
tfidf_false_jpws_1,0.7388888888888889
tfidf_false_jpws_2,0.8033333333333335
tfidf_false_jpws_3,0.8077777777777779
tfidf_false_jpws_4,0.8488888888888895
tfidf_false_jk_1,0.7811111111111111
tfidf_false_jk_2,0.883333333333333
tfidf_false_jk_3,0.9211111111111104
tfidf_false_jk_4,0.9211111111111107
tfidf_false_jks_1,0.6777777777777776
tfidf_false_jks_2,0.7866666666666663
tfidf_false_jks_3,0.8111111111111108
tfidf_false_jks_4,0.7944444444444443
tfidf_false_jkw_1,0.8444444444444444
tfidf_false_jkw_2,0.9077777777777781
tfidf_false_jkw_3,0.9088888888888899
tfidf_false_jkw_4,0.9233333333333336
tfidf_false_jkws_1,0.6322222222222225
tfidf_false_jkws_2,0.8244444444444446
tfidf_false_jkws_3,0.8200000000000004
tfidf_false_jkws_4,0.8433333333333337
tfidf_false_jkp_1,0.7811111111111111
tfidf_false_jkp_2,0.8766666666666666
tfidf_false_jkp_3,0.9188888888888883
tfidf_false_jkp_4,0.9299999999999996
tfidf_false_jkps_1,0.6777777777777777
tfidf_false_jkps_2,0.7666666666666664
tfidf_false_jkps_3,0.8088888888888885
tfidf_false_jkps_4,0.792222222222222
tfidf_false_jkpw_1,0.8644444444444442
tfidf_false_jkpw_2,0.8911111111111116
tfidf_false_jkpw_3,0.9022222222222229
tfidf_false_jkpw_4,0.9233333333333336
tfidf_false_jkpws_1,0.6600000000000003
tfidf_false_jkpws_2,0.7966666666666665
tfidf_false_jkpws_3,0.81
tfidf_false_jkpws_4,0.8333333333333335
tfidf_false_d_1,0.8155555555555555
tfidf_false_d_2,0.8933333333333331
tfidf_false_d_3,0.9222222222222216
tfidf_false_d_4,0.9344444444444441
tfidf_false_ds_1,0.7177777777777777
tfidf_false_ds_2,0.8011111111111108
tfidf_false_ds_3,0.812222222222222
tfidf_false_ds_4,0.8077777777777774
tfidf_false_dw_1,0.8566666666666668
